Date,Crop_Type,Soil_Type,Soil_pH,Temperature,Humidity,Wind_Speed,N,P,K,Crop_Yield,Soil_Quality
2014-01-05,Rice,Clay,6.25,15.065169498832754,80.0,11.133308775919277,78.0,60.0,44.0,0.5669297945276307,53.08333333333333
2014-01-06,Rice,Loamy,6.5,15.065009459389534,80.0,14.360602231471953,91.0,72.0,55.00000000000001,0.6898494419046514,72.66666666666667
2014-01-09,Rice,Loamy,6.5,17.507133785130407,80.0,13.181915736464232,91.0,72.0,55.00000000000001,25.49960002176692,72.66666666666667
2014-01-10,Rice,Sandy,6.75,18.40976485647482,80.0,9.069199730219632,65.0,48.0,33.0,24.41326635337319,42.58333333333333
2014-01-12,Rice,Sandy,6.75,23.63873813717129,76.36126186282871,5.522195906752921,65.0,48.0,33.0,56.03769136729424,42.58333333333333
2014-01-15,Rice,Peaty,5.5,26.871647017461942,73.12835298253806,13.043598078061894,71.5,54.0,38.5,49.70108774536169,27.33333333333333
2014-01-18,Rice,Peaty,5.5,18.59049274125842,80.0,14.702783262636904,71.5,54.0,38.5,20.77951961566349,27.33333333333333
2014-01-20,Rice,Peaty,5.5,21.111016731039683,78.88898326896032,3.477029307740059,71.5,54.0,38.5,36.99937953155887,27.33333333333333
2014-01-21,Rice,Sandy,6.75,25.776197692165365,74.22380230783463,12.016771853241316,65.0,48.0,33.0,59.36207063012978,42.58333333333333
2014-01-25,Rice,Saline,8.0,26.78688182516354,73.21311817483647,12.813514904699932,84.5,66.0,49.50000000000001,51.40720677096523,16.666666666666668
2014-01-27,Rice,Clay,6.25,18.391497055960205,80.0,9.85591140785747,78.0,60.0,44.0,33.12709642376564,53.08333333333333
2014-01-29,Rice,Loamy,6.5,25.578778609583274,74.42122139041672,9.38423611115774,91.0,72.0,55.00000000000001,123.86705634767296,72.66666666666667
2014-01-30,Rice,Clay,6.25,21.58471781616281,78.41528218383719,11.317908273044411,78.0,60.0,44.0,51.86875596351616,53.08333333333333
2014-01-31,Rice,Loamy,6.5,19.23539504992517,80.0,13.66750274466064,91.0,72.0,55.00000000000001,51.77268605461117,72.66666666666667
2014-02-01,Rice,Clay,6.25,19.81482764557065,80.0,10.922862266353157,78.0,60.0,44.0,39.75558863826137,53.08333333333333
2014-02-02,Rice,Clay,6.25,15.013911854607894,80.0,14.86128893531222,78.0,60.0,44.0,0.1277534247148861,53.08333333333333
2014-02-03,Rice,Peaty,5.5,15.5268775307298,80.0,5.997923515245387,71.5,54.0,38.5,3.248464904442869,27.33333333333333
2014-02-05,Rice,Peaty,5.5,18.474989503884373,80.0,15.839628512544296,71.5,54.0,38.5,22.202100417336283,27.33333333333333
2014-02-09,Rice,Clay,6.25,18.035655503918093,80.0,13.933476658954316,78.0,60.0,44.0,22.95604219468921,53.08333333333333
2014-02-10,Rice,Loamy,6.5,16.47262371226928,80.0,4.847512797577721,91.0,72.0,55.00000000000001,15.184565933834191,72.66666666666667
2014-02-11,Rice,Clay,6.25,18.8691637182114,80.0,13.366525086405057,78.0,60.0,44.0,35.570388491241104,53.08333333333333
2014-02-12,Rice,Saline,8.0,17.278448343336258,80.0,6.754891481258796,84.5,66.0,49.50000000000001,13.831545945178297,16.666666666666668
2014-02-13,Rice,Peaty,5.5,20.26528716507689,79.7347128349231,16.099915895810394,71.5,54.0,38.5,30.00252702960455,27.33333333333333
2014-02-15,Rice,Sandy,6.75,18.826951070852168,80.0,9.424535625380082,65.0,48.0,33.0,23.304386997051378,42.58333333333333
2014-02-16,Rice,Loamy,6.5,16.383545219524922,80.0,12.196421690455349,91.0,72.0,55.00000000000001,13.407226133691406,72.66666666666667
2014-02-17,Rice,Loamy,6.5,19.2962861249992,80.0,11.038533237498225,91.0,72.0,55.00000000000001,39.51994178081896,72.66666666666667
