Date,Crop_Type,Soil_Type,Soil_pH,Temperature,Humidity,Wind_Speed,N,P,K,Crop_Yield,Soil_Quality
2014-01-01,Cotton,Sandy,6.75,14.826739078862005,80.0,10.366657495668038,55.00000000000001,44.0,36.0,29.35611549155564,39.375
2014-01-02,Cotton,Loamy,6.5,19.438742297966787,80.0,11.428127762280916,77.0,66.0,60.0,108.29273092196144,67.66666666666667
2014-01-03,Cotton,Peaty,5.5,16.572564479315858,80.0,12.887923869999106,60.50000000000001,49.50000000000001,42.0,39.1232360605833,25.33333333333333
2014-01-04,Cotton,Loamy,6.5,21.15889188358055,78.84110811641945,6.034369148099684,77.0,66.0,60.0,83.74058544645528,67.66666666666667
2014-01-05,Cotton,Peaty,5.5,16.732241047484877,80.0,10.678864808496623,60.50000000000001,49.50000000000001,42.0,44.40061127922674,25.33333333333333
2014-01-06,Cotton,Saline,8.0,18.70170408973869,80.0,11.009196291358757,71.5,60.50000000000001,54.0,56.93490185108868,15.5
2014-01-08,Cotton,Peaty,5.5,10.92364531739038,80.0,11.331458284438686,60.50000000000001,49.50000000000001,42.0,6.05077969634733,25.33333333333333
2014-01-09,Cotton,Loamy,6.5,21.40960190157101,78.59039809842899,8.133288505281163,77.0,66.0,60.0,84.09294491993916,67.66666666666667
2014-01-10,Cotton,Saline,8.0,16.346588271262693,80.0,11.872359451156466,71.5,60.50000000000001,54.0,43.91238015176775,15.5
2014-01-11,Cotton,Clay,6.25,17.288382272144194,80.0,10.67227744543125,66.0,55.00000000000001,48.0,58.581163664269134,49.29166666666667
2014-01-12,Cotton,Clay,6.25,12.762859878709309,80.0,4.860596412727368,66.0,55.00000000000001,48.0,25.181591946193155,49.29166666666667
2014-01-14,Cotton,Sandy,6.75,11.89818138732224,80.0,10.534385277283194,55.00000000000001,44.0,36.0,12.215463942046888,39.375
2014-01-15,Cotton,Saline,8.0,17.814846183452854,80.0,8.625670291505871,71.5,60.50000000000001,54.0,47.68993161560262,15.5
2014-01-16,Cotton,Sandy,6.75,11.980074066420896,80.0,8.474782135318742,55.00000000000001,44.0,36.0,11.120432111545815,39.375
2014-01-17,Cotton,Saline,8.0,12.923560430495993,80.0,15.117474578013056,71.5,60.50000000000001,54.0,18.970846245583363,15.5
2014-01-18,Cotton,Peaty,5.5,16.023051047624563,80.0,13.614911941902244,60.50000000000001,49.50000000000001,42.0,39.08258089997641,25.33333333333333
2014-01-19,Cotton,Sandy,6.75,20.64824742486185,79.35175257513815,6.81922517816164,55.00000000000001,44.0,36.0,53.26400719820732,39.375
2014-01-20,Cotton,Loamy,6.5,13.85391974223204,80.0,9.172571303194024,77.0,66.0,60.0,34.98051020721,67.66666666666667
2014-01-21,Cotton,Clay,6.25,10.10813611192484,80.0,16.01672213691986,66.0,55.00000000000001,48.0,0.9303540824870244,49.29166666666667
2014-01-22,Cotton,Sandy,6.75,13.245673465132302,80.0,14.964935127209756,55.00000000000001,44.0,36.0,19.34707331488381,39.375
2014-01-23,Cotton,Loamy,6.5,12.688623556474788,80.0,7.432675751762286,77.0,66.0,60.0,34.77198597327635,67.66666666666667
2014-01-24,Cotton,Loamy,6.5,13.624380068264628,80.0,9.502830840560154,77.0,66.0,60.0,33.7503409444467,67.66666666666667
2014-01-25,Cotton,Loamy,6.5,25.051022693831747,74.94897730616825,7.103147200368545,77.0,66.0,60.0,45.91398337584695,67.66666666666667
2014-01-26,Cotton,Sandy,6.75,12.02554851465217,80.0,5.920431577060242,55.00000000000001,44.0,36.0,13.958125909630825,39.375
2014-01-27,Cotton,Clay,6.25,10.353339029488632,80.0,6.245381727428668,66.0,55.00000000000001,48.0,3.245942646986656,49.29166666666667
2014-01-28,Cotton,Sandy,6.75,12.983552490134398,80.0,9.029931363141374,55.00000000000001,44.0,36.0,19.22310560276144,39.375
2014-01-29,Cotton,Saline,8.0,12.3535088122689,80.0,9.926936223217051,71.5,60.50000000000001,54.0,18.60358812875386,15.5
2014-01-30,Cotton,Saline,8.0,13.542550105032548,80.0,7.318397051485568,71.5,60.50000000000001,54.0,22.74027363968063,15.5
2014-01-31,Cotton,Saline,8.0,18.146244859467924,80.0,9.43001683845286,71.5,60.50000000000001,54.0,55.40995986312288,15.5
2014-02-01,Cotton,Sandy,6.75,12.799963045022988,80.0,8.996477480929759,55.00000000000001,44.0,36.0,18.32497404825772,39.375
2014-02-02,Cotton,Clay,6.25,12.334480375677431,80.0,10.538250438493806,66.0,55.00000000000001,48.0,22.152191146198145,49.29166666666667
2014-02-03,Cotton,Peaty,5.5,26.25227383908135,73.74772616091865,7.894024936579734,60.50000000000001,49.50000000000001,42.0,20.92043776640965,25.33333333333333
2014-02-04,Cotton,Peaty,5.5,20.52024568241677,79.47975431758323,11.169881758089703,60.50000000000001,49.50000000000001,42.0,64.57678180332425,25.33333333333333
2014-02-05,Cotton,Peaty,5.5,21.18046587605219,78.81953412394782,9.939943301966714,60.50000000000001,49.50000000000001,42.0,55.679801024567865,25.33333333333333
2014-02-06,Cotton,Clay,6.25,15.601128167171066,80.0,9.924919123764568,66.0,55.00000000000001,48.0,48.63998358215159,49.29166666666667
2014-02-08,Cotton,Clay,6.25,13.10121330009879,80.0,16.471924639796512,66.0,55.00000000000001,48.0,23.387063085581985,49.29166666666667
2014-02-09,Cotton,Clay,6.25,19.639200640406187,80.0,14.36685607024335,66.0,55.00000000000001,48.0,91.30120964963592,49.29166666666667
2014-02-10,Cotton,Sandy,6.75,12.521516286550275,80.0,4.3024708362535975,55.00000000000001,44.0,36.0,16.296037433223074,39.375
2014-02-13,Cotton,Sandy,6.75,13.11542887293052,80.0,11.225035493184334,55.00000000000001,44.0,36.0,19.968299324263377,39.375
2014-02-14,Cotton,Saline,8.0,22.286792791355104,77.71320720864489,8.551769433453902,71.5,60.50000000000001,54.0,45.4260319964563,15.5
2014-02-16,Cotton,Clay,6.25,17.107367249379514,80.0,12.290773301859566,66.0,55.00000000000001,48.0,64.22646957134522,49.29166666666667
2014-02-17,Cotton,Sandy,6.75,15.952498398895331,80.0,11.539317394528249,55.00000000000001,44.0,36.0,37.17969603697348,39.375
2014-02-18,Cotton,Sandy,6.75,20.81754383977493,79.18245616022506,10.54476053784637,55.00000000000001,44.0,36.0,68.9464687793093,39.375
2014-02-20,Cotton,Sandy,6.75,12.545312750643172,80.0,4.976667208516912,55.00000000000001,44.0,36.0,14.859073882544518,39.375
2014-02-22,Cotton,Clay,6.25,14.82002294011379,80.0,12.090863213532206,66.0,55.00000000000001,48.0,37.40109527458279,49.29166666666667
2014-02-23,Cotton,Loamy,6.5,16.357107469004713,80.0,10.76121898448372,77.0,66.0,60.0,67.54241420216188,67.66666666666667
2014-02-24,Cotton,Clay,6.25,20.505778811236432,79.49422118876356,14.277809744437343,66.0,55.00000000000001,48.0,86.18547216436127,49.29166666666667
2014-02-25,Cotton,Clay,6.25,18.18146584219305,80.0,12.61875756031236,66.0,55.00000000000001,48.0,61.53970613007285,49.29166666666667
2014-02-26,Cotton,Loamy,6.5,11.112304800775112,80.0,13.208824786473942,77.0,66.0,60.0,11.50398186386074,67.66666666666667
2014-02-27,Cotton,Sandy,6.75,17.412620244142957,80.0,11.177395423379766,55.00000000000001,44.0,36.0,50.526104027625706,39.375
2014-02-28,Cotton,Sandy,6.75,13.35732545768634,80.0,11.315427216429182,55.00000000000001,44.0,36.0,21.571081904527272,39.375
2014-03-02,Cotton,Loamy,6.5,26.65921931629257,73.34078068370742,12.469686635040468,77.0,66.0,60.0,32.8916593051417,67.66666666666667
2014-03-03,Cotton,Loamy,6.5,21.997882171306475,78.00211782869353,9.746311002568577,77.0,66.0,60.0,75.76115126430788,67.66666666666667
2014-03-04,Cotton,Saline,8.0,23.15602031661082,76.84397968338918,12.698305122267165,71.5,60.50000000000001,54.0,47.87175032739325,15.5
2014-03-06,Cotton,Peaty,5.5,24.642003740709665,75.35799625929033,10.76816459284978,60.50000000000001,49.50000000000001,42.0,31.523617311185088,25.33333333333333
2014-03-07,Cotton,Loamy,6.5,19.19564770139243,80.0,9.532305466189998,77.0,66.0,60.0,88.21833949919157,67.66666666666667
2014-03-08,Cotton,Loamy,6.5,28.855194599766275,71.14480540023372,13.02296047780119,77.0,66.0,60.0,8.811233580929132,67.66666666666667
2014-03-09,Cotton,Sandy,6.75,24.56622124725528,75.43377875274473,15.896024385166251,55.00000000000001,44.0,36.0,36.724922321679,39.375
2014-03-10,Cotton,Peaty,5.5,27.18040977563625,72.81959022436375,6.539128029151972,60.50000000000001,49.50000000000001,42.0,16.833846626838646,25.33333333333333
2014-03-11,Cotton,Clay,6.25,28.03214006845036,71.96785993154964,5.76957698505903,66.0,55.00000000000001,48.0,13.97517651791408,49.29166666666667
2014-03-12,Cotton,Sandy,6.75,22.48421883972493,77.51578116027507,15.612895526115349,55.00000000000001,44.0,36.0,50.07269014108004,39.375
2014-03-15,Cotton,Saline,8.0,20.258259978879,79.741740021121,13.118185159126414,71.5,60.50000000000001,54.0,66.5685120832427,15.5
2014-03-16,Cotton,Clay,6.25,19.455016533945383,80.0,16.036811337102296,66.0,55.00000000000001,48.0,83.67011554814805,49.29166666666667
2014-03-18,Cotton,Saline,8.0,22.57685617998018,77.42314382001982,9.38242170735898,71.5,60.50000000000001,54.0,44.71685132435724,15.5
2014-03-19,Cotton,Saline,8.0,21.254283676532,78.745716323468,6.442418358609391,71.5,60.50000000000001,54.0,43.71464420164227,15.5
2014-03-20,Cotton,Loamy,6.5,22.189548373479028,77.81045162652097,13.714713821939297,77.0,66.0,60.0,72.32363014940248,67.66666666666667
2014-03-21,Cotton,Sandy,6.75,20.45199461903356,79.54800538096644,7.667829772423286,55.00000000000001,44.0,36.0,65.47157477968354,39.375
2014-03-22,Cotton,Clay,6.25,20.095064008355408,79.90493599164459,15.828004372484513,66.0,55.00000000000001,48.0,75.66304561579842,49.29166666666667
2014-03-23,Cotton,Peaty,5.5,28.08218211260868,71.91781788739132,10.68794238530394,60.50000000000001,49.50000000000001,42.0,13.096100676877452,25.33333333333333
2014-03-24,Cotton,Clay,6.25,28.786334667677025,71.21366533232298,8.759183399735067,66.0,55.00000000000001,48.0,10.997113884369648,49.29166666666667
2014-03-25,Cotton,Saline,8.0,27.49542782732972,72.5045721726703,7.838755429588488,71.5,60.50000000000001,54.0,14.560736642591683,15.5
2014-03-27,Cotton,Sandy,6.75,19.85711737246937,80.0,9.01652942097191,55.00000000000001,44.0,36.0,61.06918660156296,39.375
2014-03-28,Cotton,Clay,6.25,23.917859858620552,76.08214014137945,9.668003894328011,66.0,55.00000000000001,48.0,44.44657990322692,49.29166666666667
2014-03-30,Cotton,Clay,6.25,18.65597046212239,80.0,12.284265302190978,66.0,55.00000000000001,48.0,60.730720419775295,49.29166666666667
2014-03-31,Cotton,Saline,8.0,27.53567244772634,72.46432755227366,7.356794990016123,71.5,60.50000000000001,54.0,14.396413371427863,15.5
2014-04-01,Cotton,Clay,6.25,12.560956717324602,80.0,4.11187725997469,66.0,55.00000000000001,48.0,19.74680308888432,49.29166666666667
2014-04-02,Cotton,Loamy,6.5,24.178979476517416,75.82102052348259,9.99278847724344,77.0,66.0,60.0,55.60174349869161,67.66666666666667
2014-04-04,Cotton,Saline,8.0,29.4932422934245,70.5067577065755,11.307926168500138,71.5,60.50000000000001,54.0,2.316012127664317,15.5
2014-04-05,Cotton,Saline,8.0,24.907476983851687,75.0925230161483,14.201199384385848,71.5,60.50000000000001,54.0,34.98970857681255,15.5
2014-04-06,Cotton,Sandy,6.75,18.975321993859808,80.0,9.523192794013656,55.00000000000001,44.0,36.0,55.14577355916476,39.375
