Date,Crop_Type,Soil_Type,Soil_pH,Temperature,Humidity,Wind_Speed,N,P,K,Crop_Yield,Soil_Quality
2014-01-01,Corn,Loamy,6.5,20.05257642403264,79.94742357596736,8.591576842195144,84.0,66.0,50.0,104.87131032861858,66.66666666666667
2014-01-02,Corn,Clay,6.25,15.984306179345618,80.0,10.655914948161588,72.0,55.00000000000001,40.0,51.65627328069812,48.70833333333333
2014-01-03,Corn,Peaty,5.5,13.504963247670664,80.0,15.382842529025758,66.0,49.50000000000001,35.0,22.325126643223808,25.08333333333333
2014-01-04,Corn,Sandy,6.75,22.019793693296467,77.98020630670354,7.461948950632882,60.0,44.0,30.0,46.616259561457184,39.08333333333333
2014-01-05,Corn,Clay,6.25,13.389692418971622,80.0,12.44055165210901,72.0,55.00000000000001,40.0,23.579096656968137,48.70833333333333
2014-01-07,Corn,Clay,6.25,17.338585387490586,80.0,10.913347359612558,72.0,55.00000000000001,40.0,59.71061900499655,48.70833333333333
2014-01-08,Corn,Sandy,6.75,11.612921661426215,80.0,8.997258726548896,60.0,44.0,30.0,9.939936909801649,39.08333333333333
2014-01-09,Corn,Saline,8.0,16.021414710006646,80.0,12.060545538297912,78.0,60.50000000000001,45.0,38.94700430472387,15.291666666666666
2014-01-10,Corn,Sandy,6.75,18.952969947120728,80.0,9.022080577055531,60.0,44.0,30.0,75.52870067180932,39.08333333333333
2014-01-11,Corn,Clay,6.25,22.85016140271336,77.14983859728665,7.826998613958702,72.0,55.00000000000001,40.0,46.07741078794234,48.70833333333333
2014-01-12,Corn,Loamy,6.5,11.143972692091433,80.0,11.02526792733148,84.0,66.0,50.0,13.586015126675544,66.66666666666667
2014-01-13,Corn,Sandy,6.75,19.46412682149428,80.0,16.18224377464596,60.0,44.0,30.0,70.81319427220555,39.08333333333333
2014-01-14,Corn,Clay,6.25,13.403199962331708,80.0,5.903005640549033,72.0,55.00000000000001,40.0,28.35676471691437,48.70833333333333
2014-01-18,Corn,Loamy,6.5,12.632056095114455,80.0,14.157709963873296,84.0,66.0,50.0,28.975260492844622,66.66666666666667
2014-01-19,Corn,Loamy,6.5,18.87736286244457,80.0,6.623742976759333,84.0,66.0,50.0,87.45057605407847,66.66666666666667
2014-01-20,Corn,Clay,6.25,13.528166694908473,80.0,8.91432708630099,72.0,55.00000000000001,40.0,27.792420001301103,48.70833333333333
2014-01-21,Corn,Sandy,6.75,16.668217657252985,80.0,16.835436184565218,60.0,44.0,30.0,30.626999059889165,39.08333333333333
2014-01-22,Corn,Loamy,6.5,17.16154365595385,80.0,9.616912448167684,84.0,66.0,50.0,75.5911337800403,66.66666666666667
2014-01-23,Corn,Clay,6.25,15.610269672515024,80.0,12.455454203915618,72.0,55.00000000000001,40.0,45.09913260581967,48.70833333333333
2014-01-24,Corn,Sandy,6.75,17.83926736885636,80.0,8.663492435797684,60.0,44.0,30.0,57.14888014325771,39.08333333333333
